,Date,BTC price [USD],Gold price[USD],róznica w % miedzy BTC a ZL
672,2015-11-05,408.0,1149.7,-64.51
673,2015-11-06,386.04,1137.5,-66.06
674,2015-11-07,373.69,,
675,2015-11-08,387.02,,
676,2015-11-09,371.08,1138.8,-67.41
677,2015-11-10,380.62,1139.0,-66.58
678,2015-11-11,336.29,1135.0,-70.37
679,2015-11-12,308.98,1130.9,-72.68
680,2015-11-13,340.81,1130.9,-69.86
681,2015-11-14,336.99,,
682,2015-11-15,332.06,,
683,2015-11-16,318.97,1132.1,-71.82
684,2015-11-17,330.72,1116.5,-70.38
685,2015-11-18,336.01,1116.5,-69.91
686,2015-11-19,333.66,1125.2,-70.35
687,2015-11-20,325.9,1123.4,-70.99
688,2015-11-21,322.12,,
689,2015-11-22,326.31,,
690,2015-11-23,323.78,1114.3,-70.94
691,2015-11-24,323.48,1121.2,-71.15
692,2015-11-25,319.64,1118.0,-71.41
693,2015-11-26,328.9,1070.8,-69.28
694,2015-11-27,356.33,1104.1,-67.73
695,2015-11-28,358.0,,
696,2015-11-29,356.4,,
697,2015-11-30,371.0,1113.5,-66.68
698,2015-12-01,377.27,1111.6,-66.06
699,2015-12-02,362.58,1102.0,-67.1
700,2015-12-03,359.08,1110.2,-67.66
701,2015-12-04,361.47,1132.8,-68.09
702,2015-12-05,363.78,,
703,2015-12-06,386.95,,
704,2015-12-07,387.3,1123.9,-65.54
705,2015-12-08,394.87,1123.6,-64.86
706,2015-12-09,413.6,1124.5,-63.22
707,2015-12-10,416.49,1119.9,-62.81
708,2015-12-11,415.15,1123.4,-63.05
709,2015-12-12,450.87,,
710,2015-12-13,436.2,,
711,2015-12-14,433.39,1111.0,-60.99
712,2015-12-15,443.78,1109.4,-60.0
713,2015-12-16,463.98,1124.9,-58.75
714,2015-12-17,455.47,1097.7,-58.51
715,2015-12-18,456.58,1112.9,-58.97
716,2015-12-19,463.0,,
717,2015-12-20,461.75,,
718,2015-12-21,442.54,1130.1,-60.84
719,2015-12-22,438.35,1123.6,-60.99
720,2015-12-23,435.28,1117.8,-61.06
721,2015-12-24,442.54,1125.5,-60.68
722,2015-12-25,456.0,,
723,2015-12-26,455.5,,
724,2015-12-27,417.11,,
725,2015-12-28,422.42,1117.7,-62.21
726,2015-12-29,420.97,1118.2,-62.35
727,2015-12-30,433.23,1110.4,-60.98
728,2015-12-31,428.23,1110.6,-61.44
729,2016-01-01,430.89,,
730,2016-01-02,434.75,,
731,2016-01-03,432.76,,
732,2016-01-04,430.78,1125.3,-61.72
733,2016-01-05,434.17,1128.2,-61.52
734,2016-01-06,432.43,1141.7,-62.12
735,2016-01-07,429.26,1152.5,-62.75
736,2016-01-08,458.66,1141.8,-59.83
737,2016-01-09,452.64,,
738,2016-01-10,448.47,,
739,2016-01-11,448.43,1138.6,-60.62
740,2016-01-12,447.98,1127.2,-60.26
741,2016-01-13,437.0,1127.5,-61.24
742,2016-01-14,432.63,1113.1,-61.13
743,2016-01-15,429.55,1127.6,-61.91
744,2016-01-16,363.75,,
745,2016-01-17,387.87,1090.3,-64.43
746,2016-01-18,380.16,1088.5,-65.07
747,2016-01-19,385.49,1125.9,-65.76
748,2016-01-20,377.41,1141.8,-66.95
749,2016-01-21,420.35,1133.7,-62.92
750,2016-01-22,409.62,1132.7,-63.84
751,2016-01-23,381.5,,
752,2016-01-24,385.09,,
753,2016-01-25,403.19,1142.5,-64.71
754,2016-01-26,390.92,1157.4,-66.22
755,2016-01-27,391.66,1154.0,-66.06
756,2016-01-28,394.36,1153.8,-65.82
757,2016-01-29,379.82,1152.0,-67.03
758,2016-01-30,378.18,,
759,2016-01-31,376.6,,
760,2016-02-01,367.86,1163.6,-68.39
761,2016-02-02,371.99,1161.6,-67.98
762,2016-02-03,373.05,1174.8,-68.25
763,2016-02-04,368.46,1189.2,-69.02
764,2016-02-05,388.0,1189.5,-67.38
765,2016-02-06,384.07,,
766,2016-02-07,375.29,,
767,2016-02-08,375.0,1229.7,-69.5
768,2016-02-09,371.55,1228.4,-69.75
769,2016-02-10,373.46,1224.1,-69.49
770,2016-02-11,379.14,1273.6,-70.23
771,2016-02-12,378.02,1262.7,-70.06
772,2016-02-13,382.62,,
773,2016-02-14,389.88,1233.6,-68.39
774,2016-02-15,405.08,1208.1,-66.47
775,2016-02-16,399.21,1232.6,-67.61
776,2016-02-17,407.0,1238.7,-67.14
777,2016-02-18,414.87,1254.0,-66.92
778,2016-02-19,420.53,1258.9,-66.6
779,2016-02-20,419.98,,
780,2016-02-21,435.19,,
781,2016-02-22,438.0,1238.2,-64.63
782,2016-02-23,436.76,1252.9,-65.14
783,2016-02-24,419.25,1268.6,-66.95
784,2016-02-25,423.79,1268.5,-66.59
785,2016-02-26,423.46,1250.3,-66.13
786,2016-02-27,430.0,,
787,2016-02-28,431.59,,
788,2016-02-29,431.89,1264.8,-65.85
789,2016-03-01,436.75,1262.7,-65.41
790,2016-03-02,433.66,1274.5,-65.97
791,2016-03-03,422.5,1292.2,-67.3
792,2016-03-04,420.06,1307.1,-67.86
793,2016-03-05,408.4,,
794,2016-03-06,399.17,,
795,2016-03-07,405.69,1301.8,-68.84
796,2016-03-08,412.37,1300.5,-68.29
797,2016-03-09,412.15,1294.9,-68.17
798,2016-03-10,412.84,1311.6,-68.52
799,2016-03-11,416.0,1300.1,-68.0
800,2016-03-12,420.11,,
801,2016-03-13,409.9,,
802,2016-03-14,412.85,1285.9,-67.89
803,2016-03-15,414.99,1271.7,-67.37
804,2016-03-16,415.7,1272.4,-67.33
805,2016-03-17,416.64,1305.6,-68.09
806,2016-03-18,418.49,1293.5,-67.65
807,2016-03-19,407.96,,
808,2016-03-20,409.11,,
809,2016-03-21,411.81,1284.2,-67.93
810,2016-03-22,411.95,1290.3,-68.07
811,2016-03-23,416.39,1265.5,-67.1
812,2016-03-24,417.96,1263.9,-66.93
813,2016-03-25,415.17,1216.7,-65.88
814,2016-03-26,415.98,,
815,2016-03-27,416.96,,
816,2016-03-28,425.0,1262.2,-66.33
817,2016-03-29,422.86,1277.8,-66.91
818,2016-03-30,415.83,1268.4,-67.22
819,2016-03-31,413.74,1272.4,-67.48
820,2016-04-01,414.83,1260.4,-67.09
821,2016-04-02,416.31,,
822,2016-04-03,419.13,,
823,2016-04-04,418.51,1256.2,-66.68
824,2016-04-05,419.71,1266.0,-66.85
825,2016-04-06,421.66,1260.3,-66.54
826,2016-04-07,421.6,1273.8,-66.9
827,2016-04-08,419.95,1278.8,-67.16
828,2016-04-09,417.86,,
829,2016-04-10,418.58,,
830,2016-04-11,420.75,1293.9,-67.48
831,2016-04-12,422.63,1297.9,-67.44
832,2016-04-13,425.69,1285.4,-66.88
833,2016-04-14,423.87,1263.6,-66.46
834,2016-04-15,424.38,1271.2,-66.62
835,2016-04-16,429.45,,
836,2016-04-17,430.58,,
837,2016-04-18,427.31,1271.8,-66.4
838,2016-04-19,427.42,1292.3,-66.93
839,2016-04-20,435.95,1293.8,-66.3
840,2016-04-21,441.82,1291.0,-65.78
841,2016-04-22,451.0,1270.3,-64.5
842,2016-04-23,447.7,,
843,2016-04-24,451.92,,
844,2016-04-25,460.03,1280.6,-64.08
845,2016-04-26,462.5,1283.9,-63.98
846,2016-04-27,467.55,1291.3,-63.79
847,2016-04-28,445.29,1308.1,-65.96
848,2016-04-29,449.98,1332.7,-66.24
849,2016-04-30,455.97,,
850,2016-05-01,448.84,,
851,2016-05-02,453.0,1338.6,-66.16
852,2016-05-03,443.84,1334.1,-66.73
853,2016-05-04,450.61,1315.6,-65.75
854,2016-05-05,446.84,1311.1,-65.92
855,2016-05-06,449.37,1333.4,-66.3
856,2016-05-07,458.98,,
857,2016-05-08,459.02,,
858,2016-05-09,458.31,1306.2,-64.91
859,2016-05-10,460.66,1304.6,-64.69
860,2016-05-11,450.78,1315.9,-65.74
861,2016-05-12,452.84,1311.0,-65.46
862,2016-05-13,454.26,1312.8,-65.4
863,2016-05-14,455.82,,
864,2016-05-15,456.31,,
865,2016-05-16,457.34,1315.1,-65.22
866,2016-05-17,454.0,1318.2,-65.56
867,2016-05-18,453.08,1317.6,-65.61
868,2016-05-19,452.99,1299.2,-65.13
869,2016-05-20,436.05,1299.2,-66.44
870,2016-05-21,442.52,,
871,2016-05-22,443.21,,
872,2016-05-23,438.47,1298.2,-66.22
873,2016-05-24,442.99,1276.0,-65.28
874,2016-05-25,444.1,1270.7,-65.05
875,2016-05-26,448.7,1266.9,-64.58
876,2016-05-27,452.05,1260.9,-64.15
877,2016-05-28,469.98,,
878,2016-05-29,526.64,,
879,2016-05-30,511.3,1212.15,-57.82
880,2016-05-31,526.42,1262.6,-58.31
881,2016-06-01,531.97,1260.5,-57.8
882,2016-06-02,538.37,1258.2,-57.21
883,2016-06-03,538.0,1287.9,-58.23
884,2016-06-04,567.88,,
885,2016-06-05,573.85,,
886,2016-06-06,573.91,1292.7,-55.6
887,2016-06-07,583.72,1292.1,-54.82
888,2016-06-08,578.07,1307.3,-55.78
889,2016-06-09,583.1,1317.7,-55.75
890,2016-06-10,574.32,1321.0,-56.52
891,2016-06-11,577.95,,
892,2016-06-12,608.01,,
893,2016-06-13,665.85,1331.6,-50.0
894,2016-06-14,704.5,1329.1,-46.99
895,2016-06-15,685.19,1329.2,-48.45
896,2016-06-16,693.88,1339.8,-48.21
897,2016-06-17,765.0,1337.1,-42.79
898,2016-06-18,746.63,,
899,2016-06-19,751.96,,
900,2016-06-20,759.35,1337.7,-43.23
901,2016-06-21,724.04,1318.1,-45.07
902,2016-06-22,664.46,1315.6,-49.49
903,2016-06-23,592.81,1311.2,-54.79
904,2016-06-24,622.08,1370.3,-54.6
905,2016-06-25,665.0,,
906,2016-06-26,660.44,,
907,2016-06-27,630.19,1372.3,-54.08
908,2016-06-28,651.85,1365.7,-52.27
909,2016-06-29,645.15,1374.9,-53.08
910,2016-06-30,635.99,1368.5,-53.53
911,2016-07-01,667.95,1387.8,-51.87
912,2016-07-02,675.63,,
913,2016-07-03,701.41,1345.5,-47.87
914,2016-07-04,656.97,1352.0,-51.41
915,2016-07-05,681.98,1407.9,-51.56
916,2016-07-06,668.0,1416.3,-52.83
917,2016-07-07,673.76,1409.3,-52.19
918,2016-07-08,638.5,1406.3,-54.6
919,2016-07-09,663.0,,
920,2016-07-10,647.41,,
921,2016-07-11,648.35,1405.6,-53.87
922,2016-07-12,649.33,1385.0,-53.12
923,2016-07-13,664.5,1393.3,-52.31
924,2016-07-14,652.87,1382.0,-52.76
925,2016-07-15,659.12,1377.8,-52.16
926,2016-07-16,663.19,,
927,2016-07-17,661.32,,
928,2016-07-18,679.58,1379.7,-50.74
929,2016-07-19,673.46,1384.9,-51.37
930,2016-07-20,674.95,1372.3,-50.82
931,2016-07-21,667.5,1384.8,-51.8
932,2016-07-22,664.0,1378.1,-51.82
933,2016-07-23,649.75,,
934,2016-07-24,655.53,,
935,2016-07-25,661.48,1373.9,-51.85
936,2016-07-26,654.98,1375.2,-52.37
937,2016-07-27,651.16,1384.1,-52.95
938,2016-07-28,655.37,1390.9,-52.88
939,2016-07-29,655.54,1407.8,-53.44
940,2016-07-30,654.88,,
941,2016-07-31,654.68,,
942,2016-08-01,623.91,1408.3,-55.7
943,2016-08-02,605.56,1421.5,-57.4
944,2016-08-03,530.74,1416.0,-62.52
945,2016-08-04,564.01,1420.0,-60.28
946,2016-08-05,577.44,1400.0,-58.75
947,2016-08-06,572.72,,
948,2016-08-07,589.5,,
949,2016-08-08,592.56,1397.4,-57.6
950,2016-08-09,591.69,1402.7,-57.82
951,2016-08-10,584.98,1407.7,-58.44
952,2016-08-11,591.5,1406.1,-57.93
953,2016-08-12,586.01,1398.9,-58.11
954,2016-08-13,585.91,,
955,2016-08-14,583.34,,
956,2016-08-15,567.34,1402.7,-59.55
957,2016-08-16,565.69,1411.1,-59.91
958,2016-08-17,574.94,1402.7,-59.01
959,2016-08-18,570.92,1411.2,-59.54
960,2016-08-19,570.3,1400.1,-59.27
961,2016-08-20,572.84,,
962,2016-08-21,577.52,,
963,2016-08-22,577.24,1397.3,-58.69
964,2016-08-23,583.3,1399.9,-58.33
965,2016-08-24,581.98,1382.5,-57.9
966,2016-08-25,578.75,1376.1,-57.94
967,2016-08-26,575.75,1375.3,-58.14
968,2016-08-27,577.77,,
969,2016-08-28,567.2,,
970,2016-08-29,573.2,1376.5,-58.36
971,2016-08-30,571.5,1366.6,-58.18
972,2016-08-31,575.97,1360.0,-57.65
973,2016-09-01,570.76,1364.9,-58.18
974,2016-09-02,571.0,1377.6,-58.55
975,2016-09-03,572.0,,
976,2016-09-04,595.01,1326.25,-55.14
977,2016-09-05,603.95,1331.1,-54.63
978,2016-09-06,604.99,1403.4,-56.89
979,2016-09-07,608.16,1399.4,-56.54
980,2016-09-08,615.33,1392.5,-55.81
981,2016-09-09,625.06,1385.4,-54.88
982,2016-09-10,622.0,,
983,2016-09-11,621.65,,
984,2016-09-12,604.02,1376.7,-56.13
985,2016-09-13,608.01,1373.1,-55.72
986,2016-09-14,608.82,1375.6,-55.74
987,2016-09-15,608.99,1367.2,-55.46
988,2016-09-16,606.72,1359.4,-55.37
989,2016-09-17,607.04,,
990,2016-09-18,604.09,,
991,2016-09-19,607.31,1366.7,-55.56
992,2016-09-20,608.66,1367.1,-55.48
993,2016-09-21,605.5,1380.7,-56.15
994,2016-09-22,595.46,1392.1,-57.23
995,2016-09-23,594.08,1389.0,-57.23
996,2016-09-24,600.7,,
997,2016-09-25,599.33,,
998,2016-09-26,598.98,1391.8,-56.96
999,2016-09-27,606.79,1377.8,-55.96
1000,2016-09-28,604.26,1370.4,-55.91
1001,2016-09-29,603.85,1372.8,-56.01
1002,2016-09-30,604.13,1364.1,-55.71
1003,2016-10-01,608.38,,
1004,2016-10-02,612.98,,
1005,2016-10-03,608.6,1359.6,-55.24
1006,2016-10-04,612.98,1315.8,-53.41
1007,2016-10-05,607.18,1315.0,-53.83
1008,2016-10-06,608.0,1299.2,-53.2
1009,2016-10-07,609.41,1298.2,-53.06
1010,2016-10-08,614.74,,
1011,2016-10-09,614.46,,
1012,2016-10-10,613.06,1307.6,-53.12
1013,2016-10-11,614.77,1303.2,-52.83
1014,2016-10-12,638.3,1301.4,-50.95
1015,2016-10-13,635.16,1306.0,-51.37
1016,2016-10-14,634.02,1304.1,-51.38
1017,2016-10-15,638.2,,
1018,2016-10-16,636.86,,
1019,2016-10-17,638.97,1305.5,-51.06
1020,2016-10-18,635.54,1312.3,-51.57
1021,2016-10-19,635.95,1319.0,-51.79
1022,2016-10-20,627.72,1317.3,-52.35
1023,2016-10-21,628.89,1316.8,-52.24
1024,2016-10-22,629.0,,
1025,2016-10-23,653.25,,
1026,2016-10-24,649.69,1311.0,-50.44
1027,2016-10-25,643.93,1323.9,-51.36
1028,2016-10-26,651.45,1316.9,-50.53
1029,2016-10-27,674.63,1322.1,-48.97
1030,2016-10-28,685.0,1329.2,-48.47
1031,2016-10-29,685.91,,
1032,2016-10-30,712.0,,
1033,2016-10-31,697.23,1325.8,-47.41
1034,2016-11-01,697.01,1340.6,-48.01
1035,2016-11-02,726.6,1360.6,-46.6
1036,2016-11-03,741.12,1356.4,-45.36
1037,2016-11-04,683.69,1358.3,-49.67
1038,2016-11-05,702.71,,
1039,2016-11-06,703.48,,
1040,2016-11-07,709.96,1333.0,-46.74
1041,2016-11-08,703.23,1328.8,-47.08
1042,2016-11-09,708.15,1328.3,-46.69
1043,2016-11-10,721.5,1319.2,-45.31
1044,2016-11-11,714.48,1275.3,-43.98
1045,2016-11-12,716.2,,
1046,2016-11-13,702.28,,
1047,2016-11-14,700.38,1278.7,-45.23
1048,2016-11-15,705.03,1282.7,-45.04
1049,2016-11-16,711.73,1282.1,-44.49
1050,2016-11-17,739.42,1275.6,-42.03
1051,2016-11-18,736.84,1268.2,-41.9
1052,2016-11-19,748.98,,
1053,2016-11-20,750.71,,
1054,2016-11-21,727.09,1268.6,-42.69
1055,2016-11-22,736.97,1269.8,-41.96
1056,2016-11-23,749.26,1248.7,-40.0
1057,2016-11-24,740.17,1185.55,-37.57
1058,2016-11-25,735.64,1237.3,-40.54
1059,2016-11-26,737.07,,
1060,2016-11-27,729.91,,
1061,2016-11-28,727.31,1250.4,-41.83
1062,2016-11-29,729.45,1247.3,-41.52
1063,2016-11-30,730.02,1230.2,-40.66
1064,2016-12-01,742.05,1225.5,-39.45
1065,2016-12-02,750.81,1234.2,-39.17
1066,2016-12-03,769.99,,
1067,2016-12-04,762.97,,
1068,2016-12-05,762.0,1233.5,-38.22
1069,2016-12-06,750.59,1226.8,-38.82
1070,2016-12-07,758.99,1240.4,-38.81
1071,2016-12-08,766.48,1236.2,-38.0
1072,2016-12-09,767.28,1225.8,-37.41
1073,2016-12-10,769.08,,
1074,2016-12-11,772.28,,
1075,2016-12-12,768.19,1230.1,-37.55
1076,2016-12-13,777.99,1223.4,-36.41
1077,2016-12-14,778.49,1228.1,-36.61
1078,2016-12-15,777.09,1201.3,-35.31
1079,2016-12-16,775.88,1209.1,-35.83
1080,2016-12-17,781.32,,
1081,2016-12-18,787.28,,
1082,2016-12-19,788.67,1214.1,-35.04
1083,2016-12-20,791.03,1205.2,-34.37
1084,2016-12-21,801.51,1204.7,-33.47
1085,2016-12-22,834.97,1202.0,-30.53
1086,2016-12-23,860.18,1205.0,-28.62
1087,2016-12-24,913.93,,
1088,2016-12-25,892.6,1135.0,-21.36
1089,2016-12-26,890.99,1134.55,-21.47
1090,2016-12-27,896.82,1210.1,-25.89
1091,2016-12-28,930.34,1212.2,-23.25
1092,2016-12-29,975.89,1229.4,-20.62
1093,2016-12-30,970.35,1222.7,-20.64
1094,2016-12-31,958.12,,
1095,2017-01-01,964.84,,
1096,2017-01-02,997.36,1151.05,-13.35
1097,2017-01-03,1013.42,1232.9,-17.8
1098,2017-01-04,1037.83,1235.3,-15.99
1099,2017-01-05,1109.16,1250.3,-11.29
1100,2017-01-06,999.65,1243.9,-19.64
1101,2017-01-07,891.95,,
1102,2017-01-08,906.16,,
1103,2017-01-09,910.49,1255.8,-27.5
1104,2017-01-10,896.92,1256.7,-28.63
1105,2017-01-11,903.66,1268.2,-28.74
1106,2017-01-12,780.92,1271.5,-38.58
1107,2017-01-13,805.52,1269.5,-36.55
1108,2017-01-14,825.0,,
1109,2017-01-15,819.55,1203.35,-31.89
1110,2017-01-16,822.01,1202.85,-31.66
1111,2017-01-17,830.56,1285.6,-35.4
1112,2017-01-18,906.6,1283.9,-29.39
1113,2017-01-19,885.44,1273.7,-30.48
1114,2017-01-20,903.1,1277.4,-29.3
1115,2017-01-21,895.64,,
1116,2017-01-22,921.99,,
1117,2017-01-23,922.33,1287.1,-28.34
1118,2017-01-24,919.97,1282.3,-28.26
1119,2017-01-25,883.59,1269.3,-30.39
1120,2017-01-26,893.14,1261.1,-29.18
1121,2017-01-27,915.05,1259.9,-27.37
1122,2017-01-28,918.01,,
1123,2017-01-29,918.62,,
1124,2017-01-30,912.19,1264.6,-27.87
1125,2017-01-31,920.0,1280.0,-28.12
1126,2017-02-01,964.1,1277.7,-24.54
1127,2017-02-02,983.42,1288.8,-23.69
1128,2017-02-03,1008.67,1290.4,-21.83
1129,2017-02-04,1015.65,,
1130,2017-02-05,1034.07,,
1131,2017-02-06,1011.08,1301.5,-22.31
1132,2017-02-07,1023.96,1304.6,-21.51
1133,2017-02-08,1052.84,1306.5,-19.42
1134,2017-02-09,1050.7,1303.6,-19.4
1135,2017-02-10,985.34,1302.7,-24.36
1136,2017-02-11,997.59,,
1137,2017-02-12,1012.46,,
1138,2017-02-13,1000.74,1293.1,-22.61
1139,2017-02-14,1001.2,1293.1,-22.57
1140,2017-02-15,1007.08,1302.4,-22.68
1141,2017-02-16,1011.25,1310.9,-22.86
1142,2017-02-17,1035.2,1307.6,-20.83
1143,2017-02-18,1054.55,,
1144,2017-02-19,1056.0,1237.3,-14.65
1145,2017-02-20,1050.87,1238.2,-15.13
1146,2017-02-21,1084.06,1307.4,-17.08
1147,2017-02-22,1125.0,1301.5,-13.56
1148,2017-02-23,1130.01,1319.9,-14.39
1149,2017-02-24,1187.41,1326.6,-10.49
1150,2017-02-25,1180.14,,
1151,2017-02-26,1150.37,,
1152,2017-02-27,1180.46,1327.3,-11.06
1153,2017-02-28,1194.17,1322.5,-9.7
1154,2017-03-01,1190.89,1319.3,-9.73
1155,2017-03-02,1224.98,1302.1,-5.92
1156,2017-03-03,1257.6,1297.0,-3.04
1157,2017-03-04,1287.0,,
1158,2017-03-05,1262.2,,
1159,2017-03-06,1271.04,1295.5,-1.89
1160,2017-03-07,1279.5,1285.9,-0.5
1161,2017-03-08,1233.88,1280.1,-3.61
1162,2017-03-09,1155.11,1273.9,-9.32
1163,2017-03-10,1192.09,1272.2,-6.3
1164,2017-03-11,1104.94,,
1165,2017-03-12,1176.59,,
1166,2017-03-13,1227.68,1274.8,-3.7
1167,2017-03-14,1240.72,1274.5,-2.65
1168,2017-03-15,1246.72,1272.5,-2.03
1169,2017-03-16,1257.0,1298.9,-3.23
1170,2017-03-17,1170.2,1301.8,-10.11
1171,2017-03-18,1068.3,,
1172,2017-03-19,967.69,,
1173,2017-03-20,1010.99,1305.4,-22.55
1174,2017-03-21,1031.5,1317.2,-21.69
1175,2017-03-22,1113.0,1319.7,-15.66
1176,2017-03-23,1030.2,1316.7,-21.76
1177,2017-03-24,1029.99,1318.6,-21.89
1178,2017-03-25,927.93,,
1179,2017-03-26,961.81,,
1180,2017-03-27,959.47,1325.6,-27.62
1181,2017-03-28,1041.04,1325.7,-21.47
1182,2017-03-29,1042.77,1323.7,-21.22
1183,2017-03-30,1039.77,1314.9,-20.92
1184,2017-03-31,1034.74,1318.0,-21.49
1185,2017-04-01,1073.09,,
1186,2017-04-02,1082.81,,
1187,2017-04-03,1079.99,1320.9,-18.24
1188,2017-04-04,1146.98,1325.0,-13.44
1189,2017-04-05,1141.23,1315.4,-13.24
1190,2017-04-06,1133.53,1320.3,-14.15
1191,2017-04-07,1193.73,1324.7,-9.89
1192,2017-04-08,1190.22,,
1193,2017-04-09,1184.03,,
1194,2017-04-10,1206.18,1321.2,-8.71
1195,2017-04-11,1209.99,1341.3,-9.79
1196,2017-04-12,1219.09,1345.2,-9.37
1197,2017-04-13,1212.17,1354.6,-10.51
1198,2017-04-14,1174.43,1289.65,-8.93
1199,2017-04-15,1170.36,,
1200,2017-04-16,1190.5,,
1201,2017-04-17,1161.1,1357.7,-14.48
1202,2017-04-18,1176.97,1358.8,-13.38
1203,2017-04-19,1201.2,1348.4,-10.92
1204,2017-04-20,1205.0,1349.6,-10.71
1205,2017-04-21,1236.63,1354.9,-8.73
1206,2017-04-22,1243.61,,
1207,2017-04-23,1233.24,,
1208,2017-04-24,1240.84,1343.7,-7.65
1209,2017-04-25,1253.57,1333.9,-6.02
1210,2017-04-26,1272.67,1330.9,-4.38
1211,2017-04-27,1288.02,1332.6,-3.35
1212,2017-04-28,1330.33,1335.0,-0.35
1213,2017-04-29,1330.7,,
1214,2017-04-30,1333.0,,
1215,2017-05-01,1354.8,1322.5,2.44
1216,2017-05-02,1390.86,1324.0,5.05
1217,2017-05-03,1447.55,1315.5,10.04
1218,2017-05-04,1501.0,1295.3,15.88
1219,2017-05-05,1537.23,1293.7,18.82
1220,2017-05-06,1518.75,,
1221,2017-05-07,1554.04,,
1222,2017-05-08,1558.74,1294.0,20.46
1223,2017-05-09,1651.1,1283.0,28.69
1224,2017-05-10,1720.26,1285.5,33.82
1225,2017-05-11,1774.52,1290.8,37.47
1226,2017-05-12,1829.0,1293.6,41.39
1227,2017-05-13,1692.88,,
1228,2017-05-14,1770.8,,
1229,2017-05-15,1780.0,1295.9,37.36
1230,2017-05-16,1717.91,1302.3,31.91
1231,2017-05-17,1708.99,1324.1,29.07
1232,2017-05-18,1783.98,1317.1,35.45
1233,2017-05-19,1879.99,1317.8,42.66
1234,2017-05-20,1957.38,,
1235,2017-05-21,2008.84,,
1236,2017-05-22,2017.55,1325.9,52.16
1237,2017-05-23,2099.98,1320.0,59.09
1238,2017-05-24,2256.32,1317.6,71.24
1239,2017-05-25,2421.49,1321.2,83.28
1240,2017-05-26,2277.01,1332.7,70.86
1241,2017-05-27,2279.82,,
1242,2017-05-28,2047.76,1268.22,61.47
1243,2017-05-29,2177.38,1266.69,71.9
1244,2017-05-30,2290.02,1327.0,72.57
1245,2017-05-31,2204.89,1336.4,64.99
1246,2017-06-01,2298.01,1331.1,72.64
1247,2017-06-02,2409.93,1341.0,79.71
1248,2017-06-03,2488.98,,
1249,2017-06-04,2541.29,,
1250,2017-06-05,2529.53,1343.5,88.28
1251,2017-06-06,2699.12,1357.9,98.77
1252,2017-06-07,2872.3,1353.5,112.21
1253,2017-06-08,2683.03,1339.8,100.26
1254,2017-06-09,2809.01,1331.8,110.92
1255,2017-06-10,2825.14,,
1256,2017-06-11,2898.63,,
1257,2017-06-12,2954.96,1329.4,122.28
1258,2017-06-13,2656.97,1329.1,99.91
1259,2017-06-14,2706.0,1336.1,102.53
1260,2017-06-15,2445.0,1314.7,85.97
1261,2017-06-16,2424.8,1316.6,84.17
1262,2017-06-17,2477.94,,
1263,2017-06-18,2629.76,,
1264,2017-06-19,2522.0,1306.9,92.98
1265,2017-06-20,2600.0,1303.3,99.49
1266,2017-06-21,2740.0,1305.3,109.91
1267,2017-06-22,2658.69,1308.7,103.16
1268,2017-06-23,2713.48,1316.0,106.19
1269,2017-06-24,2685.05,,
1270,2017-06-25,2557.0,,
1271,2017-06-26,2502.03,1306.0,91.58
1272,2017-06-27,2430.0,1306.7,85.96
1273,2017-06-28,2558.11,1309.1,95.41
1274,2017-06-29,2558.3,1306.0,95.89
1275,2017-06-30,2541.69,1302.3,95.17
1276,2017-07-01,2476.63,,
1277,2017-07-02,2421.26,,
1278,2017-07-03,2512.71,1279.2,96.43
1279,2017-07-04,2549.93,1227.55,107.73
1280,2017-07-05,2598.89,1282.2,102.69
1281,2017-07-06,2600.0,1285.0,102.33
1282,2017-07-07,2599.67,1270.7,104.59
1283,2017-07-08,2502.86,,
1284,2017-07-09,2555.14,,
1285,2017-07-10,2509.58,1274.3,96.94
1286,2017-07-11,2327.09,1276.0,82.37
1287,2017-07-12,2310.93,1279.5,80.61
1288,2017-07-13,2388.0,1276.8,87.03
1289,2017-07-14,2338.49,1287.1,81.69
1290,2017-07-15,2216.1,,
1291,2017-07-16,1972.29,,
1292,2017-07-17,1910.96,1293.7,47.71
1293,2017-07-18,2220.07,1301.8,70.54
1294,2017-07-19,2300.01,1302.0,76.65
1295,2017-07-20,2265.21,1305.4,73.53
1296,2017-07-21,2840.0,1314.2,116.1
1297,2017-07-22,2672.95,,
1298,2017-07-23,2825.51,,
1299,2017-07-24,2748.36,1313.7,109.21
1300,2017-07-25,2759.58,1311.5,110.41
1301,2017-07-26,2564.3,1310.1,95.73
1302,2017-07-27,2516.93,1321.4,90.47
1303,2017-07-28,2656.53,1330.3,99.69
1304,2017-07-29,2784.8,,
1305,2017-07-30,2704.53,,
1306,2017-07-31,2738.92,1328.4,106.18
1307,2017-08-01,2862.9,1334.1,114.59
1308,2017-08-02,2731.34,1333.3,104.86
1309,2017-08-03,2699.39,1329.4,103.05
1310,2017-08-04,2790.0,1319.5,111.44
1311,2017-08-05,2856.52,,
1312,2017-08-06,3250.77,,
1313,2017-08-07,3210.2,1319.8,143.23
1314,2017-08-08,3380.5,1318.2,156.45
1315,2017-08-09,3408.75,1334.8,155.38
1316,2017-08-10,3340.28,1345.6,148.24
1317,2017-08-11,3413.41,1349.2,153.0
1318,2017-08-12,3650.0,,
1319,2017-08-13,3868.52,,
1320,2017-08-14,4073.76,1345.9,202.68
1321,2017-08-15,4315.66,1335.3,223.2
